-14.265666,-22.645868,-14.094492,-22.631937,7436.289,6519.915,6846.0103,7228.104,7074.4814,6804.398,6688.6523,6697.9316,780.82544,880.34814,2.3171234
-10.536588,-17.025616,-9999.0,-9999.0,258.26956,358.50507,422.7757,672.25665,1218.5022,1381.3678,1651.5709,1581.0293,998.7588,662.69904,14.11792
-16.52642774770993,-28.245676047867164,-18.39290969690046,-30.084831574073178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.035224748295377,-21.154911458408606,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.628827262073173,-16.847835642358405,-10.22338276985829,-16.905014499803656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.508216,-17.891008,-11.067657,-18.064026,2473.6519,2077.0317,2197.0562,2594.8958,3223.7217,3314.2505,3586.058,3377.8015,416.7047,364.45715,4.8930206
-13.230963,-21.954372,-9999.0,-9999.0,3997.0186,3633.4048,3928.484,4222.7275,4467.063,4472.7324,4786.8545,4500.3843,612.0935,567.5625,4.043335
-11.235113,-18.614738,-10.564272,-17.979368,4155.971,4110.3843,4108.4307,4433.141,4802.5024,4739.2334,5120.0117,4708.599,333.61966,328.94348,1.3357391
-12.588076,-19.080013,-12.118751,-19.335629,3227.4993,2634.5537,2711.5737,3061.9312,3495.1296,3479.461,3674.1824,3450.9004,438.09164,380.113,6.9039917
-10.541369634651346,-18.032716290384997,-10.291554346120392,-17.63172370166285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.002281,-18.355135,-11.412278,-18.365993,3302.0415,2624.0193,2700.1338,3080.0564,3568.019,3609.099,3901.7427,3660.4465,413.82605,383.97986,4.6447906
-11.333690783575122,-18.045388111189823,-11.478762340049883,-18.60751756110767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.601773,-18.29036,-9999.0,-9999.0,2707.4282,2461.3242,2624.1543,2920.1587,3477.3936,3553.156,3878.025,3631.59,409.7618,396.2573,2.337799
-9.872017,-18.253778,-10.541013,-18.121176,5002.1514,4853.7476,4919.3643,5273.246,5611.8384,5492.909,5791.777,5435.9834,398.15985,450.57578,1.2486725
-9.833364,-17.282589,-9.652078,-16.902203,3487.3696,3376.4329,3358.2803,3709.8184,4183.1914,4179.2275,4152.7256,4230.2773,450.40366,470.08792,2.039383
-11.757445,-19.470303,-11.984944,-19.677868,4553.7783,4215.9893,4307.17,4616.7847,4916.647,4854.5938,5197.3022,4876.3364,484.5374,482.9036,2.4399414
-12.382236,-20.064331,-12.327436,-20.290672,4360.5786,3557.0159,3637.7615,4018.8857,4618.6104,4583.4854,4875.243,4536.815,495.78983,511.4344,3.2913818
-12.868863,-21.38144,-13.639507,-21.076475,4904.006,4872.8696,4911.6533,5185.3984,5250.584,4912.386,5054.096,4671.8906,292.6894,200.24017,3.8310394
-10.308847,-16.841091,-9999.0,-9999.0,304.87195,384.17538,435.31165,680.7794,1225.7175,1399.0006,1682.0863,1609.9746,896.2952,583.8567,15.9895935
-10.54831,-18.220032,-10.439965,-18.240763,2611.3347,2310.437,2471.9246,2935.4019,3598.969,3658.4556,3983.3071,3770.942,361.61414,375.25378,1.3721008
-12.895244,-22.661556,-9.886186,-14.901221,5911.875,5843.2275,5970.6895,6221.0464,6088.7163,5602.6533,5723.0474,5282.7544,222.94661,173.91808,2.1832733
-10.604021,-17.168362,-10.889996,-17.519825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0
-10.558226,-17.019375,-10.619577,-17.153915,2864.216,2312.9067,2360.4922,2798.922,3383.526,3400.6296,3589.731,3493.6958,298.09375,294.6745,3.0313263
-10.621549,-18.216234,-10.471545,-18.136328,3506.901,2960.351,3065.7524,3368.051,3748.1812,3747.666,4012.7249,3747.2627,416.1013,445.3044,3.380188
-11.407298324981411,-17.50815676750426,-11.214535598722364,-17.8508778434923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14.459478,-23.26669,-14.323006,-23.304321,8273.094,8218.975,8126.097,8331.215,8090.7065,7775.3623,7682.431,7572.765,713.4615,860.405,1.0325317
-9.821224,-16.045658,-9999.0,-9999.0,435.7055,530.371,566.00256,840.00946,1299.475,1442.4828,1581.9087,1618.4932,1283.3604,835.3332,24.693634
